Customer ID,total_spent,num_transactions,avg_transaction,age,gender,total_quantity,top_category,value_segment
CUST885,120,1,120.0,52,Female,4,Clothing,Medium-Value
CUST886,900,1,900.0,37,Male,3,Electronics,High-Value
CUST887,100,1,100.0,59,Male,4,Clothing,Medium-Value
CUST888,100,1,100.0,52,Female,4,Electronics,Medium-Value
CUST889,50,1,50.0,35,Female,1,Electronics,Low-Value
CUST890,50,1,50.0,34,Male,2,Electronics,Low-Value
CUST891,900,1,900.0,41,Male,3,Electronics,High-Value
CUST892,50,1,50.0,20,Male,1,Electronics,Low-Value
CUST893,50,1,50.0,49,Male,1,Electronics,Low-Value
CUST894,30,1,30.0,52,Male,1,Electronics,Low-Value
CUST895,120,1,120.0,55,Female,4,Clothing,Medium-Value
CUST896,50,1,50.0,30,Female,2,Electronics,Low-Value
CUST897,100,1,100.0,64,Female,2,Electronics,Medium-Value
CUST898,90,1,90.0,42,Female,3,Clothing,Low-Value
CUST899,600,1,600.0,26,Male,2,Clothing,High-Value
CUST900,60,1,60.0,21,Male,2,Clothing,Low-Value
CUST901,30,1,30.0,31,Male,1,Electronics,Low-Value
CUST902,50,1,50.0,54,Female,1,Beauty,Low-Value
CUST903,200,1,200.0,51,Female,4,Beauty,Medium-Value
CUST904,500,1,500.0,28,Male,1,Clothing,Medium-Value
CUST905,300,1,300.0,58,Male,1,Beauty,Medium-Value
CUST906,50,1,50.0,20,Female,1,Clothing,Low-Value
CUST907,25,1,25.0,45,Female,1,Electronics,Low-Value
CUST908,1200,1,1200.0,46,Male,4,Beauty,High-Value
CUST909,300,1,300.0,26,Male,1,Electronics,Medium-Value
CUST910,150,1,150.0,20,Female,3,Beauty,Medium-Value
CUST911,900,1,900.0,42,Male,3,Electronics,High-Value
CUST912,150,1,150.0,51,Male,3,Beauty,Medium-Value
CUST913,90,1,90.0,29,Male,3,Electronics,Low-Value
CUST914,500,1,500.0,59,Female,1,Electronics,Medium-Value
CUST915,90,1,90.0,26,Female,3,Beauty,Low-Value
CUST916,50,1,50.0,32,Female,1,Electronics,Low-Value
CUST917,200,1,200.0,57,Female,4,Electronics,Medium-Value
CUST918,90,1,90.0,42,Female,3,Electronics,Low-Value
CUST919,50,1,50.0,22,Female,2,Beauty,Low-Value
CUST920,75,1,75.0,28,Female,3,Beauty,Low-Value
CUST921,75,1,75.0,51,Male,3,Electronics,Low-Value
CUST922,50,1,50.0,41,Male,1,Electronics,Low-Value
CUST923,900,1,900.0,32,Male,3,Beauty,High-Value
CUST924,100,1,100.0,55,Male,2,Beauty,Medium-Value
CUST925,300,1,300.0,25,Male,1,Electronics,Medium-Value
CUST926,30,1,30.0,22,Male,1,Electronics,Low-Value
CUST927,2000,1,2000.0,43,Male,4,Electronics,High-Value
CUST928,1200,1,1200.0,35,Female,4,Clothing,High-Value
CUST929,75,1,75.0,23,Female,3,Beauty,Low-Value
CUST930,200,1,200.0,54,Male,4,Clothing,Medium-Value
CUST931,120,1,120.0,30,Male,4,Beauty,Medium-Value
CUST932,100,1,100.0,45,Female,4,Beauty,Medium-Value
CUST933,30,1,30.0,22,Male,1,Beauty,Low-Value
CUST934,500,1,500.0,30,Male,1,Beauty,Medium-Value
CUST935,50,1,50.0,34,Female,1,Beauty,Low-Value
CUST936,200,1,200.0,57,Male,4,Beauty,Medium-Value
CUST937,500,1,500.0,62,Female,1,Beauty,Medium-Value
CUST938,200,1,200.0,49,Male,4,Clothing,Medium-Value
CUST939,300,1,300.0,46,Female,1,Electronics,Medium-Value
CUST940,30,1,30.0,20,Female,1,Electronics,Low-Value
CUST941,50,1,50.0,57,Female,2,Clothing,Low-Value
CUST942,1500,1,1500.0,51,Male,3,Clothing,High-Value
CUST943,1200,1,1200.0,57,Female,4,Clothing,High-Value
CUST944,50,1,50.0,44,Male,2,Clothing,Low-Value
CUST945,25,1,25.0,30,Male,1,Beauty,Low-Value
CUST946,2000,1,2000.0,62,Male,4,Electronics,High-Value
CUST947,300,1,300.0,50,Male,1,Beauty,Medium-Value
CUST948,75,1,75.0,23,Female,3,Electronics,Low-Value
CUST949,50,1,50.0,41,Female,2,Electronics,Low-Value
CUST950,900,1,900.0,36,Male,3,Clothing,High-Value
CUST951,100,1,100.0,33,Male,2,Beauty,Medium-Value
CUST952,25,1,25.0,57,Female,1,Clothing,Low-Value
CUST953,90,1,90.0,45,Male,3,Beauty,Low-Value
CUST954,900,1,900.0,50,Female,3,Electronics,High-Value
CUST955,25,1,25.0,58,Male,1,Clothing,Low-Value
CUST956,1500,1,1500.0,30,Male,3,Clothing,High-Value
CUST957,120,1,120.0,60,Female,4,Electronics,Medium-Value
CUST958,50,1,50.0,62,Male,2,Electronics,Low-Value
CUST959,60,1,60.0,42,Female,2,Electronics,Low-Value
CUST960,60,1,60.0,59,Male,2,Clothing,Low-Value
CUST961,200,1,200.0,53,Male,4,Beauty,Medium-Value
CUST962,60,1,60.0,44,Male,2,Clothing,Low-Value
CUST963,50,1,50.0,55,Female,1,Beauty,Low-Value
CUST964,900,1,900.0,24,Male,3,Clothing,High-Value
CUST965,200,1,200.0,22,Male,4,Clothing,Medium-Value
CUST966,1000,1,1000.0,60,Male,2,Electronics,High-Value
CUST967,25,1,25.0,62,Male,1,Beauty,Low-Value
CUST968,900,1,900.0,48,Female,3,Clothing,High-Value
CUST969,900,1,900.0,40,Female,3,Clothing,High-Value
CUST970,2000,1,2000.0,59,Male,4,Electronics,High-Value
CUST971,200,1,200.0,27,Female,4,Electronics,Medium-Value
CUST972,100,1,100.0,49,Male,4,Beauty,Medium-Value
CUST973,50,1,50.0,60,Male,1,Clothing,Low-Value
CUST974,30,1,30.0,47,Male,1,Beauty,Low-Value
CUST975,200,1,200.0,56,Female,4,Clothing,Medium-Value
CUST976,600,1,600.0,48,Female,2,Beauty,High-Value
CUST977,75,1,75.0,35,Female,3,Electronics,Low-Value
CUST978,150,1,150.0,53,Female,3,Clothing,Medium-Value
CUST979,25,1,25.0,19,Female,1,Beauty,Low-Value
CUST980,75,1,75.0,31,Female,3,Electronics,Low-Value
CUST981,60,1,60.0,30,Female,2,Electronics,Low-Value
CUST982,90,1,90.0,46,Female,3,Beauty,Low-Value
CUST983,300,1,300.0,29,Female,1,Clothing,Medium-Value
CUST984,500,1,500.0,56,Male,1,Clothing,Medium-Value
CUST985,50,1,50.0,19,Female,2,Electronics,Low-Value
CUST986,1000,1,1000.0,49,Female,2,Clothing,High-Value
CUST987,900,1,900.0,30,Female,3,Clothing,High-Value
CUST988,75,1,75.0,63,Female,3,Clothing,Low-Value
CUST989,25,1,25.0,44,Female,1,Electronics,Low-Value
CUST990,1000,1,1000.0,58,Female,2,Beauty,High-Value
CUST991,100,1,100.0,34,Female,2,Clothing,Medium-Value
CUST992,60,1,60.0,57,Female,2,Electronics,Low-Value
CUST993,150,1,150.0,48,Female,3,Electronics,Medium-Value
CUST994,1000,1,1000.0,51,Female,2,Beauty,High-Value
CUST995,30,1,30.0,41,Female,1,Clothing,Low-Value
CUST996,50,1,50.0,62,Male,1,Clothing,Low-Value
CUST997,90,1,90.0,52,Male,3,Beauty,Low-Value
CUST998,100,1,100.0,23,Female,4,Beauty,Medium-Value
CUST999,150,1,150.0,36,Female,3,Electronics,Medium-Value
